Sub,Crse,Sec,Day,Time,Room,Instructor
PSC,460,01,T,04:00 pm-06:45 pm,WEBB 115,"Mendoza-Botelho, M (P)"
PSC,460,02,TR,02:00 pm-03:15 pm,WEBB 215,"Mendoza-Botelho, M (P)"
PSC,480,01, ,TBA,TBA,"Staff, * (P)"
PSC,490,01, ,TBA,TBA,"Staff, * (P)"
PSC,491,01, ,TBA,TBA,"Staff, * (P)"
PSC,492,01, ,TBA,TBA,"Staff, * (P)"
PSC,493,01, ,TBA,TBA,"Staff, * (P)"
PSC,494,01, ,TBA,TBA,"Staff, * (P)"
PSC,495,01, ,TBA,TBA,"Staff, * (P)"
PSC,498,01, ,TBA,TBA,"Staff, * (P)"
PSY,100,01,MWF,08:00 am-08:50 am,WEBB 313,"Cousins, A (P)"
PSY,100,02,MWF,09:00 am-09:50 am,WEBB 313,"Cousins, A (P)"
PSY,100,03,TR,04:00 pm-05:15 pm,WEBB 216,"Staff, * (P)"
PSY,100,04,TR,05:30 pm-06:45 pm,WEBB 315,"Staff, * (P)"
PSY,101,01,W,11:00 am-11:50 am,WEBB 212,"Vasquez-O'Brien, T (P)"
PSY,101,02,T,09:30 am-10:20 am,WEBB 315,"Diller, J (P)"
PSY,101,03,M,01:00 pm-01:50 pm,WEBB 315,"Lanagan-Leitzel, L (P)"
PSY,202,01,MWF,10:00 am-10:50 am,WEBB 216,"Fugere, M (P)"
PSY,202,02,MWF,11:00 am-11:50 am,WEBB 216,"Fugere, M (P)"
PSY,205,01,TR,02:00 pm-03:15 pm,WEBB 315,"Krebs, C (P)"
PSY,205,02,TR,04:00 pm-05:15 pm,WEBB 315,"Krebs, C (P)"
PSY,206,01,MWF,08:00 am-08:50 am,WEBB 215,"Vasquez-O'Brien, T (P)"
PSY,206,02,MWF,09:00 am-09:50 am,WEBB 215,"Vasquez-O'Brien, T (P)"
PSY,208,01,MWF,10:00 am-10:50 am,WEBB 315,"Leszczynski, J (P)"
PSY,208,02,MWF,11:00 am-11:50 am,WEBB 315,"Leszczynski, J (P)"
PSY,212,01,MWF,12:00 pm-12:50 pm,GODDAR 208,"Keyes, M (P)"
PSY,212,02,MWF,01:00 pm-01:50 pm,GODDAR 208,"Keyes, M (P)"
PSY,216,01,T,07:00 pm-09:45 pm,WEBB 112,"Staff, * (P)"
PSY,218,01,TR,09:30 am-10:45 am,WEBB 317,"Scisco, J (P)"
PSY,225,01,TR,08:00 am-09:15 am,WEBB 315,"Diller, J (P)"
PSY,227,01,MWF,10:00 am-11:10 am,SCIENC 115,"Kolek, S (P)"
PSY,227,02,TR,02:00 pm-03:50 pm,WEBB 314,"Lee, P (P)"
PSY,227,03,MW,07:00 pm-08:50 pm,WEBB 314,"Staff, * (P)"
PSY,247,01,MWF,08:00 am-09:10 am,WEBB 314,"Leszczynski, J (P)"
PSY,247,02,MWF,12:00 pm-01:10 pm,SCIENC 115,"Kolek, S (P)"
PSY,247,03,TR,11:00 am-12:50 pm,WEBB 314,"Krebs, C (P)"
PSY,301,01,TR,11:00 am-12:15 pm,WEBB 214,"Salters-Pedneault, K (P)"
PSY,301,02,TR,12:30 pm-01:45 pm,WEBB 214,"Salters-Pedneault, K (P)"
PSY,303,01,TR,12:30 pm-01:45 pm,WEBB 212,"Bachiochi, P (P)"
PSY,306,01,MWF,10:00 am-10:50 am,WEBB 313,"Lanagan-Leitzel, L (P)"
PSY,309,01,MWF,09:00 am-09:50 am,WEBB 216,"Fugere, M (P)"
PSY,315,01X,MW,04:00 pm-05:15 pm,WEBB 216,"Staff, * (P)"
PSY,316,01,TR,11:00 am-12:15 pm,WEBB 315,"Diller, J (P)"
PSY,327,01,TR,08:00 am-09:15 am,WEBB 307,"Scisco, J (P)"
PSY,327,01, ,TBA,TBA,"Scisco, J (P)"
PSY,327,02,TR,04:00 pm-05:15 pm,WEBB 314,"Lee, P (P)"
PSY,327,02, ,TBA,TBA,"Lee, P (P)"
PSY,327,03,MW,05:30 pm-06:45 pm,WEBB 314,"Staff, * (P)"
PSY,327,03, ,TBA,TBA,"Staff, * (P)"
PSY,345,01,MWF,02:00 pm-02:50 pm,GODDAR 208,"Keyes, M (P)"
PSY,390,01,R,04:00 pm-04:50 pm,SCIENC 115,"Scisco, J (P)"
PSY,390,02,M,04:00 pm-04:50 pm,SCIENC 115,"Kolek, S (P)"
PSY,403,01,TR,02:00 pm-03:15 pm,SCIENC 231,"Bachiochi, P (P)"
PSY,407,01,TR,12:30 pm-01:45 pm,WEBB 315,"Diller, J (P)"
PSY,409,01,TR,08:00 am-09:15 am,WEBB 215,"Cordon, L (P)"
PSY,409,02,TR,09:30 am-10:45 am,WEBB 215,"Cordon, L (P)"
PSY,415,01,TR,09:30 am-10:45 am,WEBB 114,"Krebs, C (P)"
PSY,419,01,TR,12:30 pm-01:45 pm,WEBB 317,"Cordon, L (P)"
PSY,419,02,TR,02:00 pm-03:15 pm,WEBB 317,"Cordon, L (P)"
PSY,430,01,MWF,08:00 am-08:50 am,SCIENC 116,"Kolek, S (P)"
PSY,432,01,MWF,11:00 am-11:50 am,WEBB 313,"Lanagan-Leitzel, L (P)"
PSY,455,01,TR,11:00 am-12:15 pm,WEBB 114,"Lee, P (P)"
PSY,480,01, ,TBA,TBA,"Staff, * (P)"
PSY,490,01, ,TBA,TBA,"Staff, * (P)"
PSY,491,01, ,TBA,TBA,"Staff, * (P)"
PSY,496,01V,M,04:00 pm-04:50 pm,WEBB 115,"Keyes, M (P)"
PSY,496,02V,R,09:30 am-10:20 am,WEBB 115,"Salters-Pedneault, K (P)"
PSY,497,01, ,TBA,TBA,"Staff, * (P)"
PSY,498,01, ,TBA,TBA,"Staff, * (P)"
PBH,206,01,MWF,11:00 am-11:50 am,GODDAR 117,"Walters, S (P)"
PBH,209,01X,TR,04:00 pm-05:15 pm,SCIENC 114,"Dotson, T (P)"
PBH,209,02X,M,04:00 pm-06:45 pm,GODDAR 201,"Carroll, S (P)"
PBH,228,01,TR,12:30 pm-01:45 pm,GODDAR 201,"Serrano, M (P)"
PBH,301,01X,TR,04:00 pm-05:15 pm,SCIENC 116,"Cowles, E (P)"
PBH,302,01X,R,11:00 am-12:50 pm,SCIENC 341,"Murdoch, B (P)"
PBH,302,02X,R,02:00 pm-03:50 pm,SCIENC 341,"Murdoch, B (P)"
PBH,313,01,R,04:00 pm-06:45 pm,GODDAR 223,"Bane, E (P)"
PBH,315,01X,W,04:00 pm-06:45 pm,SCIENC 215,"Tran, L (P)"
PBH,315,02X,T,04:00 pm-06:45 pm,SCIENC 216,"Winterbottom, W (P)"
PBH,330,01,MWF,09:00 am-09:50 am,GODDAR 117,"Walters, S (P)"
PBH,350,01,TR,11:00 am-12:15 pm,GODDAR 223,"Carroll, S (P)"
PBH,440,01,TR,02:00 pm-03:15 pm,GODDAR 223,"Blancaflor, S (P)"
PBH,494,01, ,TBA,TBA,"Staff, * (P)"
SWK,200,01,T,12:30 pm-03:15 pm,COMBLD 109,"Trubey, P (P)"
SWK,311,01,R,12:30 pm-03:15 pm,COMBLD 109,"Stanton, M (P)"
SWK,311,02,T,12:30 pm-03:15 pm,SCIENC 416,"Rodriguez, D (P)"
SWK,325,01,T,12:30 pm-03:15 pm,GODDAR 202,"Stanton, M (P)"
SWK,325,02,R,12:30 pm-03:15 pm,WEBB 114,"Trubey, P (P)"
SWK,330,01,R,08:00 am-10:45 am,GODDAR 200,"Nightingale, S (P)"
SWK,330,02,T,08:00 am-10:45 am,GODDAR 200,"Stanton, M (P)"
SWK,350,01,T,12:30 pm-03:15 pm,WEBB 115,"Matthews-Armstead, E (P)"
SWK,350,02,T,12:30 pm-03:15 pm,WEBB 213,"Lewis, J (P)"
SWK,350,03,T,12:30 pm-03:15 pm,COMBLD 219,"Pimental, C (P)"
SWK,420,01,T,08:00 am-10:45 am,GODDAR 201,"Nightingale, S (P)"
SWK,420,02,T,08:00 am-10:45 am,WEBB 213,"Rodriguez, D (P)"
SWK,475,01,T,04:00 pm-06:45 pm,WEBB 114,"Nightingale, S (P)"
SWK,475,02,T,04:00 pm-06:45 pm,GODDAR 202,"Rijs, J (P)"
SWK,480,01, ,TBA,TBA,"Staff, * (P)"
SOC,100,01,MWF,10:00 am-10:50 am,WEBB 317,"Breslin, D (P)"
SOC,100,02,W,04:00 pm-06:45 pm,WEBB 315,"Staff, * (P)"
SOC,100,03,TR,09:30 am-10:45 am,WEBB 216,"Bergstrom-Lynch, C (P)"
SOC,100,04,MWF,11:00 am-11:50 am,WEBB 110,"McCarty, G (P)"
SOC,100,05,MWF,09:00 am-09:50 am,WEBB 110,"McCarty, G (P)"
SOC,201,01,T,12:30 pm-01:20 pm,WEBB 114,"Simon, N (P)"
SOC,220,01,T,07:00 pm-09:45 pm,WEBB 212,"Azzaro, E (P)"
SOC,250,01,MWF,09:00 am-09:50 am,WEBB 317,"Breslin, D (P)"
SOC,300,01,TR,09:30 am-10:45 am,GODDAR 208,"Simon, N (P)"
SOC,303,01,T,04:00 pm-06:45 pm,WEBB 313,"Simon, N (P)"
SOC,307,01,TR,11:00 am-12:15 pm,WEBB 313,"Parsons, N (P)"
SOC,310,01X,M,04:00 pm-06:45 pm,WEBB 212,"Westberry, B (P)"
SOC,312,01,R,04:00 pm-06:45 pm,WEBB 212,"Shuler, S (P)"
SOC,312,02,W,04:00 pm-06:45 pm,SCIENC 137,"Shuler, S (P)"
SOC,314,01,M,07:00 pm-09:45 pm,WEBB 313,"Bergstrom-Lynch, C (P)"
SOC,318,01,M,07:00 pm-09:45 pm,WEBB 212,"Westberry, B (P)"
SOC,325,01,M,07:00 pm-09:45 pm,WEBB 317,"Azzaro, E (P)"
SOC,346,01,R,04:00 pm-06:45 pm,WEBB 313,"Brown, S (P)"
SOC,350,01,TR,02:00 pm-03:50 pm,SCIENC 137,"Kurti, M (P)"
SOC,350,02,TR,11:00 am-12:50 pm,SCIENC 137,"Kurti, M (P)"
SOC,351,01,TR,02:00 pm-03:50 pm,SCIENC 238,"Parsons, N (P)"
SOC,400,01,TR,11:00 am-12:50 pm,WEBB 112,"Bergstrom-Lynch, C (P)"
SOC,480,01, ,TBA,TBA,"Staff, * (P)"
SOC,490,01, ,TBA,TBA,"Staff, * (P)"
SOC,492,01, ,TBA,TBA,"Staff, * (P)"
SOC,493,01, ,TBA,TBA,"Staff, * (P)"
SOC,495,01, ,TBA,TBA,"Staff, * (P)"
SPA,110,01,MWF,09:00 am-09:50 am,WEBB 114,"Parera, M (P)"
SPA,110,02,MWF,11:00 am-11:50 am,WEBB 113,"Vijayasekar, J (P)"
SPA,110,03,MW,05:30 pm-06:45 pm,WEBB 112,"Jendrewski, R (P)"
SPA,210,01,MWF,10:00 am-10:50 am,WEBB 112,"Armstrong, N (P)"
SPA,219,01X,M,04:00 pm-06:45 pm,WEBB 315,"Erik-Soussi, A (P)"
SPA,222,01,MWF,09:00 am-09:50 am,WEBB 113,"Pena Alicea, G (P)"
SPA,231,01,MWF,10:00 am-10:50 am,WEBB 215,"Staff, * (P)"
SPA,310,01,MWF,12:00 pm-12:50 pm,GODDAR 200,"Parera, M (P)"
SPA,314,01,TR,02:00 pm-03:15 pm,WEBB 223B,"Chan, K (P)"
SPA,415,01X,TR,09:30 am-10:45 am,SCIENC 416,"Chan, K (P)"
SPA,480,01, ,TBA,TBA,TBA
SPA,490,01, ,TBA,TBA,TBA
SPA,492,01, ,TBA,TBA,TBA
SPA,495,01, ,TBA,TBA,TBA
THE,171,01,TR,12:30 pm-01:45 pm,FAIC 219,"Bright-Holland, A (P)"
THE,172,01,TR,02:00 pm-03:15 pm,FAIC 219,"Bright-Holland, A (P)"
THE,176,01,TR,11:00 am-12:15 pm,FAIC 117,"Houldcroft, T (P)"
THE,225,01, ,TBA,TBA,"Wadecki, J (P)"
THE,226,01, ,TBA,TBA,"Sokolovskaya, A (P)"
THE,227,01, ,TBA,TBA,"Morgan, K (P)"
THE,227,02, ,TBA,TBA,"Morgan, K (P)"
THE,227,03, ,TBA,TBA,"Welles, R (P)"
THE,227,04, ,TBA,TBA,"Wadecki, J (P)"
THE,227,05, ,TBA,TBA,"Staff, * (P)"
THE,227,06, ,TBA,TBA,"Sokolovskaya, A (P)"
THE,227,07, ,TBA,TBA,"Staff, * (P)"
THE,227,08, ,TBA,TBA,"Staff, * (P)"
THE,228,01, ,TBA,TBA,"Cobb, J (P)"
THE,228,02, ,TBA,TBA,"Staff, * (P)"
THE,272,01,MWF,11:00 am-11:50 am,FAIC 215,"Cobb, J (P)"
THE,275,01,TR,11:00 am-12:15 pm,FAIC 130,"Wadecki, J (P)"
THE,278,01,TR,02:00 pm-03:15 pm,FAIC 251,"Sokolovskaya, A (P)"
THE,355,01X,MW,04:00 pm-05:15 pm,FAIC 118,"Golebiewski, T (P)"
THE,372,01,M,04:00 pm-06:45 pm,FAIC 219,"Cobb, J (P)"
THE,378,01,TR,12:30 pm-01:45 pm,FAIC 118,"Sokolovskaya, A (P)"
THE,392,01, ,TBA,TBA,"Staff, * (P)"
THE,480,01, ,TBA,TBA,"Staff, * (P)"
THE,481,01, ,TBA,TBA,"Staff, * (P)"
THE,495,01, ,TBA,TBA,"Staff, * (P)"
WST,260,01X,MWF,11:00 am-11:50 am,WEBB 215,"Staff, * (P)"
WST,260,02X,TR,12:30 pm-01:45 pm,SPORT 219,"Staff, * (P)"
WST,260,03X,TR,02:00 pm-03:15 pm,SPORT 219,"Staff, * (P)"
WST,310,01X,M,04:00 pm-06:45 pm,WEBB 212,"Westberry, B (P)"
WST,315,01X,MW,04:00 pm-05:15 pm,WEBB 216,"Staff, * (P)"
WST,326,01X,MWF,01:00 pm-01:50 pm,WEBB 317,"Garcia, M (P)"
WST,331,01X,W,04:00 pm-06:45 pm,GODDAR 202,"Bacholle, M (P)"
WST,361,01X,MWF,02:00 pm-02:50 pm,WEBB 215,"Staff, * (P)"
WST,480,01, ,TBA,TBA,TBA
WST,481,01, ,TBA,TBA,TBA
WST,490,01, ,TBA,TBA,"Staff, * (P)"
WLC,480,01, ,TBA,TBA,TBA
WLC,492,01, ,TBA,TBA,TBA
